date,1a. open (USD),1b. open (USD),2a. high (USD),2b. high (USD),3a. low (USD),3b. low (USD),4a. close (USD),4b. close (USD),5. volume,6. market cap (USD)
2022-12-05,17106.65,17106.65,17424.25,17424.25,16867.0,16867.0,16966.35,16966.35,233703.29225,233703.29225
2022-12-04,16885.2,16885.2,17202.84,17202.84,16878.25,16878.25,17105.7,17105.7,178619.13387,178619.13387
2022-12-03,17092.13,17092.13,17188.98,17188.98,16858.74,16858.74,16885.2,16885.2,154542.57306,154542.57306
2022-12-02,16978.0,16978.0,17105.73,17105.73,16787.85,16787.85,17092.74,17092.74,202372.2062,202372.2062
2022-12-01,17165.53,17165.53,17324.0,17324.0,16855.01,16855.01,16977.37,16977.37,232818.18218,232818.18218
2022-11-30,16442.91,16442.91,17249.0,17249.0,16428.3,16428.3,17163.64,17163.64,303019.80719,303019.80719
2022-11-29,16212.18,16212.18,16548.71,16548.71,16100.0,16100.0,16442.53,16442.53,248106.25009,248106.25009
2022-11-28,16428.77,16428.77,16487.04,16487.04,15995.27,15995.27,16212.91,16212.91,252695.40367,252695.40367
2022-11-27,16457.61,16457.61,16600.0,16600.0,16401.0,16401.0,16428.78,16428.78,162025.47607,162025.47607
2022-11-26,16521.35,16521.35,16701.99,16701.99,16385.0,16385.0,16458.57,16458.57,181804.81666,181804.81666
2022-11-25,16599.55,16599.55,16666.0,16666.0,16342.81,16342.81,16522.14,16522.14,182089.49533,182089.49533
2022-11-24,16603.11,16603.11,16812.63,16812.63,16458.05,16458.05,16598.95,16598.95,206565.92346,206565.92346
2022-11-23,16227.96,16227.96,16706.0,16706.0,16160.2,16160.2,16603.11,16603.11,264927.70408,264927.70408
2022-11-22,15781.29,15781.29,16315.0,16315.0,15616.63,15616.63,16226.94,16226.94,239548.06623,239548.06623
2022-11-21,16279.5,16279.5,16319.0,16319.0,15476.0,15476.0,15781.29,15781.29,324096.997753,324096.997753
2022-11-20,16700.68,16700.68,16753.33,16753.33,16180.0,16180.0,16280.23,16280.23,154842.13478,154842.13478
2022-11-19,16699.43,16699.43,16822.41,16822.41,16553.53,16553.53,16700.68,16700.68,104963.15558,104963.15558
2022-11-18,16692.56,16692.56,17011.0,17011.0,16546.04,16546.04,16700.45,16700.45,214224.18184,214224.18184
2022-11-17,16661.61,16661.61,16751.0,16751.0,16410.74,16410.74,16692.56,16692.56,228038.97873,228038.97873
2022-11-16,16900.57,16900.57,17015.92,17015.92,16378.61,16378.61,16662.76,16662.76,261493.40809,261493.40809
2022-11-15,16617.72,16617.72,17134.69,17134.69,16527.72,16527.72,16900.57,16900.57,282461.84391,282461.84391
2022-11-14,16331.78,16331.78,17190.0,17190.0,15815.21,15815.21,16619.46,16619.46,380210.7775,380210.7775
2022-11-13,16813.16,16813.16,16954.28,16954.28,16229.0,16229.0,16329.85,16329.85,184960.78846,184960.78846
2022-11-12,17069.98,17069.98,17119.1,17119.1,16631.39,16631.39,16812.08,16812.08,167819.96035,167819.96035
2022-11-11,17602.45,17602.45,17695.0,17695.0,16361.6,16361.6,17070.31,17070.31,393552.86492,393552.86492
2022-11-10,15922.68,15922.68,18199.0,18199.0,15754.26,15754.26,17601.15,17601.15,608448.36432,608448.36432
2022-11-09,18545.38,18545.38,18587.76,18587.76,15588.0,15588.0,15922.81,15922.81,731926.929729,731926.929729
2022-11-08,20590.67,20590.67,20700.88,20700.88,17166.83,17166.83,18547.23,18547.23,760705.362783,760705.362783
2022-11-07,20905.58,20905.58,21069.77,21069.77,20384.89,20384.89,20591.13,20591.13,386977.60337,386977.60337
2022-11-06,21299.37,21299.37,21365.27,21365.27,20886.13,20886.13,20905.58,20905.58,230036.97217,230036.97217
2022-11-05,21148.52,21148.52,21480.65,21480.65,21080.65,21080.65,21299.37,21299.37,245621.98525,245621.98525
2022-11-04,20207.12,20207.12,21302.05,21302.05,20180.96,20180.96,21148.52,21148.52,453694.39165,453694.39165
2022-11-03,20151.84,20151.84,20393.32,20393.32,20031.24,20031.24,20207.82,20207.82,319185.1544,319185.1544
2022-11-02,20482.81,20482.81,20800.0,20800.0,20048.04,20048.04,20151.84,20151.84,373716.27299,373716.27299
2022-11-01,20490.74,20490.74,20700.0,20700.0,20330.74,20330.74,20483.62,20483.62,279932.43771,279932.43771
2022-10-31,20627.48,20627.48,20845.92,20845.92,20237.95,20237.95,20490.74,20490.74,303567.61628,303567.61628
2022-10-30,20809.68,20809.68,20931.21,20931.21,20515.0,20515.0,20627.48,20627.48,192795.60886,192795.60886
2022-10-29,20591.84,20591.84,21085.0,21085.0,20554.01,20554.01,20809.67,20809.67,254881.77755,254881.77755
2022-10-28,20295.11,20295.11,20750.0,20750.0,20000.09,20000.09,20591.84,20591.84,287039.94569,287039.94569
2022-10-27,20771.61,20771.61,20872.21,20872.21,20200.0,20200.0,20295.11,20295.11,328643.57791,328643.57791
2022-10-26,20079.02,20079.02,21020.0,21020.0,20050.41,20050.41,20771.59,20771.59,380492.69576,380492.69576
2022-10-25,19330.6,19330.6,20415.87,20415.87,19237.0,19237.0,20080.07,20080.07,326370.67061,326370.67061
2022-10-24,19570.4,19570.4,19601.15,19601.15,19157.0,19157.0,19329.72,19329.72,256168.14467,256168.14467
2022-10-23,19204.29,19204.29,19695.0,19695.0,19070.11,19070.11,19570.4,19570.4,167057.20184,167057.20184
2022-10-22,19164.37,19164.37,19257.0,19257.0,19112.72,19112.72,19204.35,19204.35,110403.90837,110403.90837
2022-10-21,19041.92,19041.92,19250.0,19250.0,18650.0,18650.0,19164.37,19164.37,269310.75769,269310.75769
2022-10-20,19123.35,19123.35,19347.82,19347.82,18900.0,18900.0,19041.92,19041.92,223530.13068,223530.13068
2022-10-19,19327.44,19327.44,19360.16,19360.16,19065.97,19065.97,19123.97,19123.97,186137.29538,186137.29538
2022-10-18,19548.48,19548.48,19706.66,19706.66,19091.0,19091.0,19327.44,19327.44,260313.07848,260313.07848
2022-10-17,19262.98,19262.98,19676.96,19676.96,19152.03,19152.03,19549.86,19549.86,222813.87634,222813.87634
2022-10-16,19068.4,19068.4,19425.84,19425.84,19063.74,19063.74,19262.98,19262.98,131894.61885,131894.61885
2022-10-15,19176.93,19176.93,19227.68,19227.68,18975.18,18975.18,19069.39,19069.39,113847.64232,113847.64232
2022-10-14,19375.58,19375.58,19951.87,19951.87,19070.37,19070.37,19176.93,19176.93,351634.32601,351634.32601
2022-10-13,19155.1,19155.1,19513.79,19513.79,18190.0,18190.0,19375.13,19375.13,399756.68337,399756.68337
2022-10-12,19060.0,19060.0,19238.31,19238.31,18965.88,18965.88,19155.53,19155.53,213826.26731,213826.26731
2022-10-11,19131.87,19131.87,19268.09,19268.09,18860.0,18860.0,19060.0,19060.0,243473.84286,243473.84286
2022-10-10,19439.96,19439.96,19525.0,19525.0,19020.25,19020.25,19131.87,19131.87,212509.09849,212509.09849
2022-10-09,19416.52,19416.52,19558.0,19558.0,19316.04,19316.04,19439.02,19439.02,113900.82681,113900.82681
2022-10-08,19530.09,19530.09,19627.38,19627.38,19237.14,19237.14,19417.96,19417.96,102480.09842,102480.09842
2022-10-07,19960.67,19960.67,20068.82,20068.82,19320.0,19320.0,19530.09,19530.09,220874.83913,220874.83913
2022-10-06,20158.26,20158.26,20456.6,20456.6,19853.0,19853.0,19960.67,19960.67,320122.1702,320122.1702
2022-10-05,20337.82,20337.82,20365.6,20365.6,19730.0,19730.0,20158.26,20158.26,312239.75224,312239.75224
2022-10-04,19629.08,19629.08,20475.0,20475.0,19490.6,19490.6,20337.82,20337.82,327012.00127,327012.00127
2022-10-03,19057.74,19057.74,19719.1,19719.1,18959.68,18959.68,19629.08,19629.08,293585.75212,293585.75212
2022-10-02,19312.24,19312.24,19395.91,19395.91,18920.35,18920.35,19056.8,19056.8,206812.47032,206812.47032
2022-10-01,19422.61,19422.61,19484.0,19484.0,19159.42,19159.42,19310.95,19310.95,165625.13959,165625.13959
2022-09-30,19590.54,19590.54,20185.0,20185.0,19155.36,19155.36,19422.61,19422.61,444322.9534,444322.9534
2022-09-29,19412.82,19412.82,19645.52,19645.52,18843.01,18843.01,19591.51,19591.51,406424.93256,406424.93256
2022-09-28,19078.1,19078.1,19790.0,19790.0,18471.28,18471.28,19412.82,19412.82,521385.45547,521385.45547
2022-09-27,19226.68,19226.68,20385.86,20385.86,18816.32,18816.32,19079.13,19079.13,593260.74161,593260.74161
2022-09-26,18809.13,18809.13,19318.96,19318.96,18680.72,18680.72,19227.82,19227.82,439239.21943,439239.21943
2022-09-25,18921.99,18921.99,19180.21,19180.21,18629.2,18629.2,18807.38,18807.38,191191.4492,191191.4492
2022-09-24,19288.57,19288.57,19316.14,19316.14,18805.34,18805.34,18920.5,18920.5,239496.56746,239496.56746
2022-09-23,19401.63,19401.63,19500.0,19500.0,18531.42,18531.42,19289.91,19289.91,385886.91829,385886.91829
2022-09-22,18461.36,18461.36,19550.17,19550.17,18356.39,18356.39,19401.63,19401.63,379321.72111,379321.72111
2022-09-21,18874.31,18874.31,19956.0,19956.0,18125.98,18125.98,18461.36,18461.36,385034.10021,385034.10021
2022-09-20,19537.02,19537.02,19634.62,19634.62,18711.87,18711.87,18875.0,18875.0,324098.3286,324098.3286
2022-09-19,19417.45,19417.45,19686.2,19686.2,18232.56,18232.56,19537.02,19537.02,380512.40306,380512.40306
2022-09-18,20112.61,20112.61,20117.26,20117.26,19335.62,19335.62,19416.18,19416.18,254217.46904,254217.46904
2022-09-17,19803.3,19803.3,20189.0,20189.0,19748.08,19748.08,20113.62,20113.62,179350.24338,179350.24338
2022-09-16,19701.88,19701.88,19890.0,19890.0,19320.01,19320.01,19803.3,19803.3,283791.07064,283791.07064
2022-09-15,20227.17,20227.17,20330.24,20330.24,19497.0,19497.0,19701.88,19701.88,333069.76076,333069.76076
2022-09-14,20173.62,20173.62,20541.48,20541.48,19617.62,19617.62,20226.71,20226.71,340826.40151,340826.40151
2022-09-13,22395.44,22395.44,22799.0,22799.0,19860.0,19860.0,20173.57,20173.57,431915.03333,431915.03333
2022-09-12,21826.87,21826.87,22488.0,22488.0,21538.51,21538.51,22395.74,22395.74,395395.61828,395395.61828
2022-09-11,21647.21,21647.21,21860.0,21860.0,21350.0,21350.0,21826.87,21826.87,280702.55149,280702.55149
2022-09-10,21361.62,21361.62,21810.8,21810.8,21111.13,21111.13,21648.34,21648.34,307997.33504,307997.33504
2022-09-09,19320.54,19320.54,21597.22,21597.22,19291.75,19291.75,21360.11,21360.11,428919.74652,428919.74652
2022-09-08,19292.85,19292.85,19458.25,19458.25,19012.0,19012.0,19319.77,19319.77,262813.28273,262813.28273
2022-09-07,18790.61,18790.61,19464.06,19464.06,18510.77,18510.77,19292.84,19292.84,287394.7788,287394.7788
2022-09-06,19795.34,19795.34,20180.0,20180.0,18649.51,18649.51,18790.61,18790.61,356315.05718,356315.05718
2022-09-05,20000.3,20000.3,20057.27,20057.27,19633.83,19633.83,19796.84,19796.84,222543.01057,222543.01057
2022-09-04,19832.45,19832.45,20029.23,20029.23,19583.1,19583.1,20000.3,20000.3,145588.77893,145588.77893
2022-09-03,19950.98,19950.98,20055.93,20055.93,19652.72,19652.72,19831.9,19831.9,146639.03204,146639.03204
2022-09-02,20132.64,20132.64,20441.26,20441.26,19755.29,19755.29,19951.86,19951.86,245986.6033,245986.6033
2022-09-01,20048.44,20048.44,20208.37,20208.37,19565.66,19565.66,20131.46,20131.46,245289.97263,245289.97263
2022-08-31,19813.03,19813.03,20490.0,20490.0,19797.94,19797.94,20050.02,20050.02,276946.60765,276946.60765
2022-08-30,20287.2,20287.2,20576.25,20576.25,19540.0,19540.0,19811.66,19811.66,256634.35529,256634.35529
2022-08-29,19555.61,19555.61,20433.62,20433.62,19550.79,19550.79,20285.73,20285.73,210509.49545,210509.49545
2022-08-28,20037.6,20037.6,20171.18,20171.18,19520.0,19520.0,19555.61,19555.61,139307.95976,139307.95976
2022-08-27,20239.14,20239.14,20402.93,20402.93,19800.0,19800.0,20037.6,20037.6,162582.46032,162582.46032
2022-08-26,21559.04,21559.04,21886.77,21886.77,20107.9,20107.9,20241.05,20241.05,273811.61955,273811.61955
2022-08-25,21368.05,21368.05,21819.88,21819.88,21310.15,21310.15,21559.04,21559.04,169915.78301,169915.78301
2022-08-24,21529.11,21529.11,21900.0,21900.0,21145.0,21145.0,21368.08,21368.08,174383.22046,174383.22046
2022-08-23,21400.75,21400.75,21684.87,21684.87,20890.14,20890.14,21529.12,21529.12,200967.77164,200967.77164
2022-08-22,21516.7,21516.7,21548.71,21548.71,20890.18,20890.18,21399.83,21399.83,222222.04526,222222.04526
2022-08-21,21140.07,21140.07,21800.0,21800.0,21069.11,21069.11,21515.61,21515.61,159200.6841,159200.6841
2022-08-20,20834.39,20834.39,21382.85,21382.85,20761.9,20761.9,21140.07,21140.07,183041.68363,183041.68363
2022-08-19,23191.45,23191.45,23208.67,23208.67,20783.57,20783.57,20834.39,20834.39,283995.87747,283995.87747
2022-08-18,23342.66,23342.66,23600.0,23600.0,23111.04,23111.04,23191.2,23191.2,144185.97011,144185.97011
2022-08-17,23856.15,23856.15,24446.71,24446.71,23180.4,23180.4,23342.66,23342.66,210668.68766,210668.68766
2022-08-16,24093.04,24093.04,24247.49,24247.49,23671.22,23671.22,23854.74,23854.74,179324.94821,179324.94821
2022-08-15,24305.25,24305.25,25211.32,25211.32,23773.22,23773.22,24094.82,24094.82,242539.54758,242539.54758
2022-08-14,24443.06,24443.06,25047.56,25047.56,24144.0,24144.0,24305.24,24305.24,151206.14473,151206.14473
2022-08-13,24401.7,24401.7,24888.0,24888.0,24291.22,24291.22,24441.38,24441.38,152852.25435,152852.25435
2022-08-12,23933.09,23933.09,24456.5,24456.5,23583.0,23583.0,24403.68,24403.68,174207.5704,174207.5704
2022-08-11,23954.05,23954.05,24918.54,24918.54,23852.13,23852.13,23934.39,23934.39,249759.79557,249759.79557
2022-08-10,23151.32,23151.32,24226.0,24226.0,22664.69,22664.69,23954.05,23954.05,208916.54953,208916.54953
2022-08-09,23810.98,23810.98,23933.25,23933.25,22865.0,22865.0,23149.95,23149.95,143182.50858,143182.50858
2022-08-08,23174.39,23174.39,24245.0,24245.0,23154.25,23154.25,23810.0,23810.0,170958.44152,170958.44152
2022-08-07,22954.21,22954.21,23402.0,23402.0,22844.62,22844.62,23174.39,23174.39,88890.00877,88890.00877
2022-08-06,23313.56,23313.56,23354.36,23354.36,22909.52,22909.52,22954.21,22954.21,83911.80307,83911.80307
2022-08-05,22622.41,22622.41,23472.86,23472.86,22586.95,22586.95,23312.42,23312.42,175251.69749,175251.69749
2022-08-04,22816.91,22816.91,23223.32,23223.32,22400.0,22400.0,22622.98,22622.98,154854.67016,154854.67016
2022-08-03,22985.93,22985.93,23647.68,23647.68,22681.22,22681.22,22818.37,22818.37,145948.80995,145948.80995
2022-08-02,23266.9,23266.9,23459.89,23459.89,22654.37,22654.37,22987.79,22987.79,158073.28225,158073.28225
2022-08-01,23296.36,23296.36,23509.68,23509.68,22850.0,22850.0,23268.01,23268.01,144210.16219,144210.16219
2022-07-31,23644.64,23644.64,24194.82,24194.82,23227.31,23227.31,23293.32,23293.32,127743.32483,127743.32483
2022-07-30,23777.28,23777.28,24668.0,24668.0,23502.25,23502.25,23643.51,23643.51,151060.13211,151060.13211
2022-07-29,23845.25,23845.25,24442.66,24442.66,23414.03,23414.03,23773.75,23773.75,198298.50623,198298.50623
2022-07-28,22954.31,22954.31,24199.72,24199.72,22582.13,22582.13,23842.93,23842.93,236029.0741,236029.0741
2022-07-27,21254.67,21254.67,23112.63,23112.63,21042.53,21042.53,22952.45,22952.45,210971.19796,210971.19796
2022-07-26,21310.9,21310.9,21347.82,21347.82,20706.5,20706.5,21254.67,21254.67,177817.24326,177817.24326
2022-07-25,22577.13,22577.13,22666.0,22666.0,21250.0,21250.0,21310.9,21310.9,180344.76643,180344.76643
2022-07-24,22448.58,22448.58,23014.64,23014.64,22257.15,22257.15,22579.68,22579.68,115189.67277,115189.67277
2022-07-23,22684.83,22684.83,23000.77,23000.77,21934.57,21934.57,22451.07,22451.07,122137.77375,122137.77375
2022-07-22,23152.19,23152.19,23756.49,23756.49,22500.0,22500.0,22684.83,22684.83,171598.43966,171598.43966
2022-07-21,23223.3,23223.3,23442.77,23442.77,22341.46,22341.46,23152.19,23152.19,184817.68191,184817.68191
2022-07-20,23398.48,23398.48,24276.74,24276.74,22906.19,22906.19,23223.3,23223.3,238762.17094,238762.17094
2022-07-19,22432.58,22432.58,23800.0,23800.0,21579.54,21579.54,23396.62,23396.62,263770.76574,263770.76574
2022-07-18,20799.58,20799.58,22777.63,22777.63,20762.45,20762.45,22432.58,22432.58,239942.73132,239942.73132
2022-07-17,21195.6,21195.6,21684.54,21684.54,20750.01,20750.01,20798.16,20798.16,118229.4525,118229.4525
2022-07-16,20830.04,20830.04,21588.94,21588.94,20478.61,20478.61,21195.6,21195.6,121011.67393,121011.67393
2022-07-15,20588.84,20588.84,21200.0,21200.0,20382.29,20382.29,20830.04,20830.04,143343.3049,143343.3049
2022-07-14,20234.87,20234.87,20900.0,20900.0,19616.07,19616.07,20588.84,20588.84,174809.21696,174809.21696
2022-07-13,19331.28,19331.28,20366.61,20366.61,18910.94,18910.94,20234.87,20234.87,209250.24888,209250.24888
2022-07-12,19963.61,19963.61,20059.42,20059.42,19240.0,19240.0,19328.75,19328.75,139506.45862,139506.45862
2022-07-11,20861.11,20861.11,20868.48,20868.48,19875.23,19875.23,19963.61,19963.61,137535.40724,137535.40724
2022-07-10,21592.15,21592.15,21607.65,21607.65,20655.0,20655.0,20862.47,20862.47,192188.21556,192188.21556
2022-07-09,21594.75,21594.75,21980.0,21980.0,21322.12,21322.12,21591.83,21591.83,178417.84468,178417.84468
2022-07-08,21624.99,21624.99,22527.37,22527.37,21189.26,21189.26,21594.75,21594.75,403081.57349,403081.57349
2022-07-07,20564.51,20564.51,21838.1,21838.1,20251.68,20251.68,21624.98,21624.98,85014.58261,85014.58261
2022-07-06,20175.84,20175.84,20675.22,20675.22,19761.25,19761.25,20564.51,20564.51,82439.5808,82439.5808
2022-07-05,20236.71,20236.71,20750.0,20750.0,19304.4,19304.4,20175.83,20175.83,96041.13756,96041.13756
2022-07-04,19315.83,19315.83,20354.01,20354.01,19055.31,19055.31,20236.71,20236.71,74814.04601,74814.04601
2022-07-03,19252.82,19252.82,19647.63,19647.63,18781.0,18781.0,19315.83,19315.83,51087.46631,51087.46631
2022-07-02,19279.8,19279.8,19467.39,19467.39,18977.01,18977.01,19252.81,19252.81,46180.3021,46180.3021
2022-07-01,19942.21,19942.21,20918.35,20918.35,18975.0,18975.0,19279.8,19279.8,111844.59494,111844.59494
2022-06-30,20123.0,20123.0,20179.08,20179.08,18626.0,18626.0,19942.21,19942.21,93846.64806,93846.64806
2022-06-29,20281.28,20281.28,20432.31,20432.31,19854.92,19854.92,20123.01,20123.01,77309.04379,77309.04379
2022-06-28,20742.57,20742.57,21212.1,21212.1,20202.01,20202.01,20281.29,20281.29,63801.0832,63801.0832
2022-06-27,21038.08,21038.08,21539.85,21539.85,20510.0,20510.0,20742.56,20742.56,64475.0013,64475.0013
2022-06-26,21491.18,21491.18,21888.0,21888.0,20964.73,20964.73,21038.07,21038.07,53278.10464,53278.10464
2022-06-25,21237.68,21237.68,21614.5,21614.5,20906.62,20906.62,21491.19,21491.19,51431.67794,51431.67794
2022-06-24,21110.12,21110.12,21558.41,21558.41,20736.72,20736.72,21237.69,21237.69,77430.36622,77430.36622
2022-06-23,19988.0,19988.0,21233.0,21233.0,19890.07,19890.07,21110.13,21110.13,83127.08716,83127.08716
2022-06-22,20723.51,20723.51,20900.0,20900.0,19770.51,19770.51,19987.99,19987.99,92133.97938,92133.97938
2022-06-21,20573.9,20573.9,21723.0,21723.0,20348.4,20348.4,20723.52,20723.52,104371.0749,104371.0749
2022-06-20,20574.0,20574.0,21090.0,21090.0,19637.03,19637.03,20573.89,20573.89,109028.94154,109028.94154
2022-06-19,18970.79,18970.79,20815.95,20815.95,17960.41,17960.41,20574.0,20574.0,128320.87595,128320.87595
2022-06-18,20468.81,20468.81,20792.06,20792.06,17622.0,17622.0,18970.79,18970.79,196441.655524,196441.655524
2022-06-17,20400.6,20400.6,21365.43,21365.43,20246.66,20246.66,20468.81,20468.81,86694.33663,86694.33663
2022-06-16,22583.72,22583.72,22995.73,22995.73,20232.0,20232.0,20401.31,20401.31,99673.59429,99673.59429
2022-06-15,22136.42,22136.42,22800.0,22800.0,20111.62,20111.62,22583.72,22583.72,200774.493467,200774.493467
2022-06-14,22485.27,22485.27,23362.88,23362.88,20846.0,20846.0,22136.41,22136.41,187201.64671,187201.64671
2022-06-13,26574.53,26574.53,26895.84,26895.84,21925.77,21925.77,22487.41,22487.41,254611.034966,254611.034966
2022-06-12,28424.71,28424.71,28544.96,28544.96,26560.0,26560.0,26574.53,26574.53,92474.598809,92474.598809
2022-06-11,29091.87,29091.87,29440.41,29440.41,28099.99,28099.99,28424.7,28424.7,65901.39895,65901.39895
2022-06-10,30109.93,30109.93,30382.8,30382.8,28850.0,28850.0,29091.88,29091.88,76204.2498,76204.2498
2022-06-09,30204.77,30204.77,30700.0,30700.0,29944.1,29944.1,30109.93,30109.93,46291.1865,46291.1865
2022-06-08,31125.32,31125.32,31327.22,31327.22,29843.88,29843.88,30204.77,30204.77,68542.61276,68542.61276
2022-06-07,31373.1,31373.1,31589.6,31589.6,29218.96,29218.96,31125.33,31125.33,110674.51658,110674.51658
2022-06-06,29919.2,29919.2,31765.64,31765.64,29890.23,29890.23,31373.1,31373.1,68836.92456,68836.92456
2022-06-05,29864.03,29864.03,30189.0,30189.0,29531.42,29531.42,29919.21,29919.21,23139.9281,23139.9281
2022-06-04,29700.21,29700.21,29988.88,29988.88,29485.0,29485.0,29864.04,29864.04,25617.90113,25617.90113
2022-06-03,30452.63,30452.63,30699.0,30699.0,29282.36,29282.36,29700.21,29700.21,54067.44727,54067.44727
2022-06-02,29805.84,29805.84,30689.0,30689.0,29594.55,29594.55,30452.62,30452.62,56961.42928,56961.42928
2022-06-01,31801.05,31801.05,31982.97,31982.97,29301.0,29301.0,29805.83,29805.83,103395.63382,103395.63382
2022-05-31,31734.23,31734.23,32399.0,32399.0,31200.01,31200.01,31801.04,31801.04,62433.11632,62433.11632
2022-05-30,29468.1,29468.1,32222.0,32222.0,29299.62,29299.62,31734.22,31734.22,96785.9476,96785.9476
2022-05-29,29031.33,29031.33,29587.78,29587.78,28839.21,28839.21,29468.1,29468.1,27567.34764,27567.34764
2022-05-28,28629.81,28629.81,29266.0,29266.0,28450.0,28450.0,29031.33,29031.33,34479.35127,34479.35127
2022-05-27,29201.35,29201.35,29397.66,29397.66,28282.9,28282.9,28629.8,28629.8,90998.5201,90998.5201
2022-05-26,29542.14,29542.14,29886.64,29886.64,28019.56,28019.56,29201.35,29201.35,94581.65463,94581.65463
2022-05-25,29654.58,29654.58,30223.74,30223.74,29294.21,29294.21,29542.15,29542.15,59537.38659,59537.38659
2022-05-24,29109.14,29109.14,29845.86,29845.86,28669.0,28669.0,29654.58,29654.58,59442.96036,59442.96036
2022-05-23,30293.93,30293.93,30670.51,30670.51,28866.35,28866.35,29109.15,29109.15,63901.49932,63901.49932
2022-05-22,29445.07,29445.07,30487.99,30487.99,29255.11,29255.11,30293.94,30293.94,36158.98748,36158.98748
2022-05-21,29201.01,29201.01,29656.18,29656.18,28947.28,28947.28,29445.06,29445.06,20987.13124,20987.13124
2022-05-20,30319.22,30319.22,30777.33,30777.33,28730.0,28730.0,29201.01,29201.01,60517.25325,60517.25325
2022-05-19,28715.33,28715.33,30545.18,30545.18,28691.38,28691.38,30319.23,30319.23,67877.36415,67877.36415
2022-05-18,30444.93,30444.93,30709.99,30709.99,28654.47,28654.47,28715.32,28715.32,59749.15799,59749.15799
2022-05-17,29874.01,29874.01,30788.37,30788.37,29450.38,29450.38,30444.93,30444.93,56724.13307,56724.13307
2022-05-16,31328.89,31328.89,31328.9,31328.9,29087.04,29087.04,29874.01,29874.01,73082.19658,73082.19658
